,Item_Identifier,Item_Outlet_Sales
1092,FDK40,4407.2046
1093,NCG19,3037.1604
1094,FDZ07,985.1759
1095,FDF08,2367.2712
1096,FDO04,932.782
1097,FDK41,1161.794
1098,FDP15,4268.8286
1099,NCD43,1408.8098
1100,NCP18,2509.4885
1101,FDZ51,1472.8348
1102,DRH13,1780.6188
1103,FDF38,662.21545
1104,NCI43,786.8318
1105,FDM38,1649.1531
1106,FDS03,1058.8827
1107,DRJ47,2872.9778
1108,FDT50,345.84787
1109,FDV02,2879.808
1110,NCG18,1724.5226
1111,FDW52,2667.665
1112,FDS40,748.81506
1113,FDN31,3135.7476
1114,FDA37,1971.542
1115,FDA15,4316.5513
1116,FDL39,2994.0713
1117,FDJ53,1961.6571
1118,FDX22,3570.2346
1119,NCZ42,3905.16
1120,FDD56,4669.0283
1121,FDD40,3222.043
1122,FDS50,3859.4287
1123,NCN14,3128.8416
1124,FDT15,3197.84
1125,NCS18,2685.6748
1126,NCO26,323.88376
1127,FDF58,752.1218
1128,NCB19,1353.2228
1129,FDH26,2215.6663
1130,DRB24,3776.3237
1131,FDA49,1117.8727
1132,FDB32,1403.9784
1133,FDI36,3250.5918
1134,NCA17,336.03867
1135,FDH22,2042.3585
1136,NCM26,2186.7104
1137,FDT15,5211.546
1138,FDB16,1130.4922
1139,NCP54,3311.0957
1140,FDJ36,1675.6057
1141,FDO28,1806.1166
1142,FDU09,921.93823
1143,FDF29,2145.3374
1144,FDY08,2123.546
1145,DRJ59,339.452
1146,FDT23,2228.3606
1147,FDU15,427.03842
1148,FDT47,1540.7921
1149,FDI53,420.4421
1150,FDR59,3295.4705
1151,FDD53,747.02747
1152,FDY51,3610.4465
1153,FDT04,685.58496
1154,FDU51,2771.7383
1155,FDG14,2552.6292
1156,NCU06,3785.1384
1157,DRG25,3159.4856
1158,DRH49,1437.514
1159,FDN15,2267.2068
1160,FDL43,908.4418
1161,NCT18,3279.4233
1162,NCB31,4000.3848
1163,FDK57,1923.7871
1164,FDY04,420.4421
1165,NCP54,2064.4207
1166,FDF41,3873.3547
1167,FDM01,1593.8699
1168,FDW03,1551.4012
1169,FDF28,1991.9335
1170,FDY37,2269.6067
1171,FDQ03,3926.661
1172,FDP51,3122.8909
1173,FDJ40,1879.5227
1174,FDC32,1478.6827
1175,DRI49,2200.33
1176,NCW54,928.7273
1177,FDF09,666.83105
1178,FDP45,3576.5605
1179,DRJ23,2828.4827
1180,FDS59,1885.6086
1181,FDY08,2123.546
1182,FDX16,2498.6675
1183,FDY16,2845.003
1184,FDK32,2579.6963
1185,FDQ22,689.155
1186,NCC31,2183.9543
1187,FDG58,2514.714
1188,DRF48,3153.1504
1189,DRH36,1158.1072
1190,NCR30,1182.6277
1191,FDB03,599.1996
1192,FDZ28,3358.657
1193,FDR35,3292.7942
1194,DRD15,6095.489
1195,FDJ33,324.09335
1196,FDA56,288.0178
1197,FDP56,782.0386
1198,NCT30,777.02734
1199,FDK15,1455.9683
1200,FDH44,2196.5955
1201,FDV01,2471.7957
1202,DRG03,2540.193
1203,FDG50,2454.7876
1204,FDR16,577.2632
1205,FDZ60,1618.1487
1206,DRG03,2426.1538
1207,FDS56,3990.0645
1208,FDU33,676.9242
1209,DRD27,1716.4019
1210,FDW22,3737.9434
1211,DRA24,2572.7532
1212,FDF38,698.9254
1213,FDX48,2471.2058
1214,FDS58,2322.4612
1215,FDC32,1434.2877
1216,NCQ29,3978.3523
1217,DRK39,1130.4922
1218,NCS38,1894.1687
1219,DRO47,1825.2434
1220,DRG27,1067.5349
1221,FDC57,5307.934
1222,FDS55,2472.15
1223,NCJ06,1764.6425
1224,FDO01,334.15378
1225,NCM55,3063.9194
1226,FDC52,2474.1003
1227,FDQ15,1179.8055
1228,NCT30,1351.5735
1229,NCR42,1046.9573
1230,FDD28,984.609
1231,FDQ34,1693.9618
1232,FDZ12,3319.2437
1233,DRE13,304.57504
1234,NCN07,336.5029
1235,FDM28,3097.0999
1236,FDI10,2864.2136
1237,FDQ25,2851.5383
1238,FDA38,776.3779
1239,DRI13,3567.254
1240,FDY20,2470.7349
1241,NCZ53,3310.679
1242,NCM31,2466.4497
1243,DRB01,3187.3762
1244,DRF37,4240.473
1245,NCF42,2990.2437
1246,FDF16,2178.308
1247,FDB41,759.0448
1248,FDR34,4079.4565
1249,FDR15,2182.592
1250,NCV42,277.3304
1251,FDW51,3525.274
1252,FDU36,1557.266
1253,FDX60,1331.2766
1254,FDY03,1882.9017
1255,FDW55,4208.785
1256,FDT01,503.64218
1257,FDG58,2484.662
1258,FDK21,4152.5747
1259,NCS41,520.5001
1260,FDS10,3052.3423
1261,NCT53,2635.0774
1262,FDJ28,2843.9197
1263,FDX44,1318.094
1264,FDT20,435.3304
1265,FDO44,1677.8062
1266,NCX17,3566.6953
1267,FDY01,1903.9557
1268,FDJ12,5634.7925
1269,DRK35,425.84372
1270,FDD47,423.21054
1271,NCM53,1712.6903
1272,FDO45,1357.4662
1273,NCM42,335.1495
1274,FDE04,2934.368
1275,NCI30,6076.5938
1276,FDZ19,2847.2544
1277,FDW57,2999.7502
1278,FDA25,1675.6057
1279,FDT22,909.00354
1280,FDP51,1919.0355
1281,FDD48,3050.8486
1282,FDY39,3284.5925
1283,FDO48,619.9802
1284,FDD23,5212.599
1285,DRN35,1029.4105
1286,FDT01,3525.8032
1287,FDC20,110.62167
1288,DRJ35,1037.2126
1289,FDB32,1446.449
1290,FDL24,2851.5383
1291,NCV42,1907.4387
1292,FDZ46,1657.0481
1293,FDC15,2389.7588
1294,FDD08,29.617283
1295,FDY50,1345.122
1296,FDD36,1914.7969
1297,FDG57,1357.1962
1298,FDL21,457.54208
1299,FDN16,2671.9272
1300,FDJ09,1061.9124
1301,FDS01,347.05685
1302,FDV33,4175.515
1303,DRE12,2007.5986
1304,FDR07,1032.8796
1305,FDP48,508.32944
1306,NCB55,942.8799
1307,FDQ08,925.3779
1308,FDR34,4234.809
1309,FDO33,1844.6724
1310,FDP13,644.4225
1311,FDX12,3930.6213
1312,NCT06,2877.5044
1313,FDR16,523.5978
1314,FDE36,2645.925
1315,FDZ36,3216.7795
1316,FDV13,1382.9867
1317,NCZ17,688.26245
1318,FDU56,3119.5574
1319,FDM09,2874.869
1320,FDV02,2925.7954
1321,FDS34,1613.1497
1322,FDA11,1571.5535
1323,FDP09,3535.849
1324,FDB29,3047.4668
1325,FDT19,2890.477
1326,DRH15,693.1603
1327,FDY38,3809.2883
1328,FDF14,3778.322
1329,FDN48,285.35385
1330,FDQ12,3936.7358
1331,NCJ43,2823.56
1332,FDE17,368.80942
1333,FDB05,3989.8582
1334,FDH10,2303.4504
1335,NCR06,731.7761
1336,FDU32,1791.4525
1337,FDD56,2892.3777
1338,FDO36,2804.85
1339,FDH16,279.30844
1340,FDX10,471.00778
1341,FDZ37,1402.5781
1342,FDU31,531.69446
1343,DRC49,2196.2393
1344,FDL15,2432.788
1345,FDN32,520.5001
1346,DRH59,2009.1693
1347,NCU29,2533.617
1348,FDR37,530.38525
1349,FDS14,2320.1753
1350,FDU02,6107.7925
1351,FDJ08,3176.52
1352,NCZ06,3756.549
1353,FDO31,1310.1499
1354,FDH31,1437.6252
1355,FDS58,2663.1628
1356,NCA53,1334.2272
1357,FDF50,3167.8162
1358,NCW42,3759.2617
1359,NCQ17,2399.0867
1360,FDK51,3962.602
1361,NCW41,371.6013
1362,NCR29,954.9905
1363,FDB08,406.61215
1364,FDA40,2361.6487
1365,FDL14,2329.4705
1366,FDB47,3550.288
1367,FDO03,4030.6262
1368,DRK13,539.59546
1369,FDX13,692.59375
1370,FDF52,3153.8396
1371,FDT11,3162.4456
1372,FDB08,2594.383
1373,FDQ28,2210.249
1374,FDD29,4108.7334
1375,NCQ29,6186.296
1376,NCO02,1041.0071
1377,FDR56,503.22018
1378,NCM54,2073.1353
1379,FDP51,1960.7394
1380,FDT38,1314.3234
1381,FDZ20,3777.3684
1382,FDJ53,1997.1235
1383,FDX13,4095.594
1384,FDP58,3768.2053
1385,NCK31,108.9227
1386,FDA35,1820.7604
1387,FDV37,2879.793
1388,NCO07,5004.28
1389,FDA20,3036.8523
1390,FDZ59,2763.2803
1391,NCY17,678.1301
1392,FDQ28,2579.6963
1393,FDV35,2465.7666
1394,FDQ36,653.8694
1395,FDD34,2333.2947
1396,FDK51,3791.6726
1397,FDV31,2856.337
1398,FDR04,1634.5122
1399,FDR14,882.11597
1400,DRC36,503.19162
1401,FDE39,330.5577
1402,FDP57,1704.747
1403,FDE57,2177.9468
1404,NCN18,1817.605
1405,NCQ05,2166.0786
1406,FDW47,2098.2441
1407,FDV46,2228.073
1408,NCP29,949.1914
1409,FDE09,1595.4972
1410,NCU06,6148.2476
1411,FDT19,476.33737
1412,DRF15,2526.8396
1413,DRI51,2786.626
1414,NCX54,1665.7612
1415,DRE01,3873.4531
1416,NCB07,3050.7837
1417,FDU50,1946.5969
1418,FDG40,732.07227
1419,FDW10,3820.5457
1420,FDX51,3168.775
1421,NCP17,1018.69116
1422,FDP21,3312.3298
1423,FDL04,1596.6646
1424,FDV23,2024.483
1425,FDF24,1281.1318
1426,FDH56,3053.0894
1427,FDB51,1026.0902
1428,FDI58,2562.178
1429,FDR20,752.369
1430,FDC51,1757.1216
1431,FDB16,2357.3865
1432,FDE40,1001.8319
1433,NCM17,749.0421
1434,FDU56,3313.5088
1435,FDS32,367.45468
1436,FDX02,3799.7078
1437,FDT39,3766.6907
1438,FDE35,964.8756
1439,NCI42,623.0808
1440,DRL23,1623.7949
1441,FDA10,1989.6772
1442,FDA11,1537.267
1443,NCM06,2472.15
1444,NCT05,4266.708
1445,NCQ02,430.16537
1446,NCY06,2173.516
1447,FDY56,3856.5535
1448,FDL02,1696.3118
1449,NCI06,3004.4407
1450,FDQ14,2399.0867
1451,FDQ12,3986.931
1452,FDP36,794.55066
1453,FDK21,5738.7534
1454,FDO40,2483.3503
1455,NCK54,345.93967
1456,FDY09,2570.237
1457,NCW30,4087.937
1458,NCC55,1029.4105
1459,FDE58,1641.9579
1460,FDR39,3128.8416
1461,FDU28,3127.9563
1462,FDH08,3966.0264
1463,FDG35,2501.3887
1464,FDG22,650.3386
1465,FDC34,2538.4294
1466,FDP15,3746.3435
1467,FDK34,656.1804
1468,FDU45,1986.413
1469,FDQ04,1061.9124
1470,FDX22,3199.7554
1471,FDB45,1542.3802
1472,NCH43,5504.0747
1473,DRE60,3720.4202
1474,FDD17,6030.6035
1475,NCM54,2102.236
1476,NCH55,2092.5293
1477,NCT06,2738.4873
1478,FDA48,5774.8066
1479,FDY58,6119.9155
1480,FDO25,3460.7607
1481,FDN50,1567.0309
1482,FDH35,2730.3872
1483,FDK09,3775.92
1484,FDO16,1261.0365
1485,FDW11,1039.8627
1486,FDU47,3345.3247
1487,NCQ42,342.2966
1488,FDK55,2462.4082
1489,FDN08,1927.0316
1490,FDT57,3970.3135
1491,FDJ12,3196.7422
1492,DRL59,901.1344
1493,NCN53,647.8207
1494,FDO51,56.385838
1495,FDK56,3187.3762
1496,FDY12,854.3147
1497,FDU15,752.464
1498,FDQ19,3943.1895
1499,DRF15,2434.3464
1500,DRE25,285.35385
1501,FDK57,1628.5442
1502,FDD33,556.8043
1503,FDR34,6170.511
1504,FDU04,1955.722
1505,FDE35,161.60934
1506,NCD31,2791.76
1507,FDJ56,1485.7401
1508,NCU53,2536.6982
1509,FDD39,3680.0022
1510,NCU17,343.43625
1511,FDJ20,1857.7336
1512,NCW41,2314.454
1513,FDL52,726.4254
1514,FDS39,2270.2952
1515,DRJ47,2835.933
1516,FDP13,54.277195
1517,DRK39,415.76328
1518,FDF28,375.06735
1519,FDB09,2009.1947
1520,FDM51,1675.8602
1521,DRM49,490.171
1522,DRF23,2897.2244
1523,DRH01,2895.886
1524,FDH12,2667.6648
1525,FDA28,351.2585
1526,FDW37,1178.6774
1527,FDF02,1658.0824
1528,DRL37,671.422
1529,NCF43,2154.3142
1530,FDH08,632.92334
1531,FDR34,681.50977
1532,NCK19,3304.8367
1533,NCD55,457.8895
1534,FDT27,3973.6965
1535,FDQ57,2400.645
1536,FDA47,2655.2812
1537,DRG15,1808.1683
1538,FDE05,2169.7278
1539,FDN46,1674.5714
1540,FDX27,2567.8005
1541,FDT51,1672.8721
1542,FDU33,686.3712
1543,FDJ16,1639.2682
1544,FDD20,365.00607
1545,FDT36,667.44885
1546,DRF15,3783.9443
1547,FDN52,303.61642
1548,FDC22,5275.1465
1549,FDX15,2588.5784
1550,FDT13,3194.1912
1551,FDU04,2107.5605
1552,FDU31,565.4374
1553,FDW59,2357.3865
1554,NCO29,2618.4443
1555,FDL15,2554.8997
1556,FDI41,2504.3179
1557,FDQ48,1547.5258
1558,DRI39,913.0873
1559,FDI08,4072.6794
1560,FDC21,1691.6716
1561,FDF58,1077.5476
1562,FDS08,356.24887
1563,FDE47,2006.271
1564,NCP18,358.9243
1565,NCR41,1498.3676
1566,FDA27,3978.4272
1567,FDA43,3255.4412
1568,FDA49,1330.7736
1569,NCE55,2597.6736
1570,DRM49,1201.9843
1571,FDF22,5468.3213
1572,FDQ15,1114.155
1573,NCS54,2990.091
1574,NCY05,636.9584
1575,FDR45,3875.24
1576,FDK57,2071.6338
1577,FDF41,653.91614
1578,FDV21,1972.2874
1579,FDD51,652.5122
1580,FDF33,1662.6942
1581,FDA38,3857.3228
1582,FDR56,3046.639
1583,NCN41,2120.8997
1584,FDC60,2367.2712
1585,FDB47,3433.3008
1586,DRH01,2860.281
1587,FDW08,1658.0824
1588,FDF38,1065.1217
1589,FDY32,2643.388
1590,FDG34,1625.266
1591,FDG47,704.9541
1592,NCF18,3216.965
1593,FDL39,455.2617
1594,NCH55,2160.4966
1595,DRJ35,1003.5322
1596,FDS44,3867.1484
1597,DRE01,3531.6406
1598,FDY39,3182.7761
1599,FDY32,2379.0354
1600,FDR33,3022.7742
1601,NCP50,1328.4067
1602,FDZ47,1176.4149
1603,FDU57,2514.714
1604,FDY44,3197.84
1605,DRH59,894.0188
1606,FDB03,6130.5596
1607,FDY46,3050.7837
1608,FDM39,2886.6814
1609,FDY36,1237.9149
1610,NCM55,3295.3726
1611,FDJ50,138.06271
1612,DRL60,2482.4214
1613,NCJ54,3962.3772
1614,FDX59,678.8616
1615,FDI07,3230.0645
1616,DRF51,45.42612
1617,FDM14,1724.5226
1618,FDP21,3040.0615
1619,FDE40,1074.1594
1620,FDE05,2559.0974
1621,FDM13,3335.4397
1622,FDC34,3771.5466
1623,NCI55,1802.868
1624,NCE43,2460.4138
1625,FDW58,1304.2501
1626,FDG60,3089.0164
1627,FDV31,2854.3286
1628,FDR47,3128.8416
1629,FDM60,60.109715
1630,NCF06,3533.527
1631,NCN26,3037.5818
1632,FDQ59,1388.1487
1633,FDF09,611.0486
1634,NCS06,3520.3884
1635,FDT44,1892.483
1636,FDI19,4002.866
1637,FDT22,939.8069
1638,NCF54,4686.7725
1639,DRG25,3036.4126
1640,FDB59,3176.9883
1641,FDQ37,2616.5586
1642,FDP56,852.6328
1643,FDW44,2944.5532
1644,FDJ26,496.4327
1645,FDU43,3438.6035
1646,FDW33,1583.985
1647,NCX53,3346.4329
1648,FDN56,306.1622
1649,DRF15,2506.3118
1650,FDO33,1921.2361
1651,FDZ39,329.84604
1652,NCJ19,921.7571
1653,FDU01,3284.26
1654,FDT12,3856.5374
1655,NCM18,752.5614
1656,FDP19,1996.9551
1657,NCR42,704.24414
1658,FDN10,1802.639
1659,FDG44,915.3887
1660,FDQ10,2869.3164
1661,DRH13,1712.209
1662,FDT52,3966.4546
1663,FDM56,1811.2367
1664,NCO43,306.6091
1665,NCV29,3109.9473
1666,NCF06,4111.9165
1667,FDO50,1426.4978
1668,FDT59,4012.3247
1669,FDX40,1029.4105
1670,FDE50,3222.043
1671,FDX51,3316.954
1672,NCD30,1286.1599
1673,FDK15,1646.8109
1674,FDL12,971.14026
1675,FDK46,4159.83
1676,DRH49,229.0228
1677,FDQ57,2479.7942
1678,FDY59,1515.7216
1679,FDO09,3772.9526
1680,NCG30,2056.9143
1681,FDM09,2726.8965
1682,NCN17,2662.0422
1683,NCS42,1378.7485
1684,FDD02,345.93967
1685,FDE34,3161.4778
1686,FDU38,3023.9878
1687,FDB33,2568.082
1688,NCJ29,1388.1188
1689,FDZ27,865.803
1690,FDI40,1542.4036
1691,FDG22,608.2163
1692,FDT51,1807.804
1693,FDF20,2877.5522
1694,FDV50,2057.4417
1695,FDT02,667.6538
1696,DRC49,2513.126
1697,FDF26,2525.8113
1698,FDV52,1847.9344
1699,FDX59,674.7998
1700,FDV25,3852.7385
1701,FDW23,1035.0331
1702,FDE53,1419.0629
1703,FDA19,2152.0098
1704,FDH22,2055.1904
1705,NCO41,1520.5453
1706,FDX12,4011.08
1707,FDF17,3191.8315
1708,FDS11,3674.428
1709,FDR51,2525.303
1710,FDT49,337.6036
1711,FDC56,2002.1348
1712,FDR13,3046.877
1713,FDQ60,2013.8623
1714,FDN38,3976.8665
1715,NCL29,2602.7102
1716,FDO13,4154.3535
1717,FDE26,2203.5647
1718,FDA31,466.45224
1719,FDX14,1203.6254
1720,FDA34,2743.6697
1721,FDF26,2495.759
1722,FDE38,2642.0999
1723,DRI11,1882.0894
1724,FDQ60,3025.924
1725,FDL21,981.9341
1726,DRC12,5316.0596
1727,FDC47,3804.6318
1728,FDE57,2055.5173
1729,FDT14,1937.3365
1730,NCZ53,3161.484
1731,FDE28,3525.4807
1732,FDR19,2504.7563
1733,NCF54,493.3065
1734,FDZ08,1320.2711
1735,NCJ05,2192.7964
1736,FDF59,2077.2466
1737,NCO05,1733.7285
1738,FDW24,584.49426
1739,NCX42,2349.7847
1740,NCA53,852.9386
1741,FDI45,493.3065
1742,FDG46,1834.5385
1743,FDM20,609.4735
1744,FDW11,151.72421
1745,FDX08,3131.3894
1746,NCK17,745.6643
1747,FDK32,2216.335
1748,NCA42,2738.0986
1749,DRI01,2942.9023
1750,NCL55,4163.1323
1751,DRE25,1315.5709
1752,FDD14,2589.393
1753,FDB10,3819.1343
1754,DRN11,2494.9695
1755,FDP38,563.495
1756,NCA30,3146.5105
1757,FDT15,3250.002
1758,NCP55,699.5182
1759,FDF12,2516.481
1760,FDM21,3440.1653
1761,FDX56,3793.609
1762,FDF10,2496.6494
1763,FDT32,3060.6687
1764,FDM51,1439.6234
1765,NCR50,2192.3567
1766,FDI19,3959.7473
1767,FDX21,1671.7606
1768,FDR31,2558.715
1769,FDY02,4214.1646
1770,NCA29,2822.0015
1771,NCX17,3492.2751
1772,FDM12,3129.4424
1773,FDI53,4038.9424
1774,NCU30,2848.6628
1775,FDC56,3202.2932
1776,FDK27,1755.4708
1777,NCK18,2755.473
1778,FDB52,912.432
1779,DRG25,5202.2744
1780,FDZ13,829.61414
1781,FDB57,613.30444
1782,FDR40,1322.0287
1783,NCO14,47.534763
1784,NCN19,2967.4985
1785,FDQ28,341.64426
1786,FDO13,2348.7678
1787,FDK48,1318.6658
1788,FDU07,2160.4326
1789,FDW20,1867.3756
1790,FDV12,352.50058
1791,FDH24,2426.2534
1792,FDV59,3567.6936
1793,FDK57,1921.4332
1794,FDL16,1061.9124
1795,NCQ17,2467.1387
1796,FDJ15,2911.9673
1797,FDX24,1510.1007
1798,FDT47,1547.4679
1799,FDT10,1019.96814
1800,FDZ37,1131.7034
1801,FDW43,6176.134
1802,DRN36,1576.6501
1803,FDJ14,1251.6444
1804,FDA32,3524.67
1805,FDJ38,530.38525
1806,FDQ57,2513.126
1807,NCQ41,520.5001
1808,FDG56,960.30786
1809,DRC13,3312.7466
1810,FDV55,2548.8137
1811,FDQ49,2360.6208
1812,FDE29,140.88046
1813,FDR03,3594.8787
1814,FDD45,1510.1007
1815,FDN38,632.4474
1816,FDT56,932.57227
1817,FDT48,3485.6702
1818,FDU03,2923.5977
1819,FDC56,319.0853
1820,NCO43,2636.534
1821,FDQ27,1714.3112
1822,FDR03,3479.4028
1823,DRH23,94.32187
1824,FDG22,644.3301
1825,NCJ42,1631.4332
1826,FDR24,1412.8151
1827,FDW60,2920.372
1828,FDJ08,3148.6135
1829,DRL59,632.5936
1830,FDG60,518.94727
1831,FDW27,2509.6724
1832,FDX14,1096.9697
1833,FDC20,919.20325
1834,NCS29,3511.0083
1835,FDJ56,1607.0504
1836,FDB20,276.13925
1837,FDL28,6131.0474
1838,FDW01,2200.364
1839,FDL03,3094.733
1840,FDX22,3623.9788
1841,FDJ21,2597.2424
1842,FDR31,2408.9717
1843,FDG21,2522.8923
1844,FDS22,1063.1235
1845,FDK08,1640.4879
1846,FDE17,2196.5955
1847,NCN30,1591.0171
1848,FDT50,1547.1519
1849,NCX42,2708.209
1850,FDJ12,3699.154
1851,NCA18,3037.5818
1852,FDP23,549.4662
1853,FDX12,3979.6975
1854,FDN40,2164.9697
1855,FDV48,1391.5071
1856,NCY54,2797.2566
1857,FDL16,104.12436
1858,FDR45,3404.975
1859,FDJ52,2584.61
1860,DRG01,1358.0491
1861,FDP52,3949.702
1862,FDU58,3237.7415
1863,FDL02,1606.5494
1864,FDG28,3966.4546
1865,FDA19,2125.785
1866,FDW46,1972.883
1867,NCD43,1690.3865
1868,DRG39,798.6577
1869,NCF55,699.3292
1870,FDJ07,1863.9832
1871,FDE08,2454.2722
1872,FDP56,108.9227
1873,FDT45,824.666
1874,FDF17,2760.3494
1875,FDX44,1340.5731
1876,FDM28,4815.74
1877,FDI36,3195.374
1878,FDS07,1806.295
1879,FDD36,1833.0206
1880,FDW11,967.6527
1881,FDN40,2471.6875
1882,NCQ18,1592.8572
1883,NCQ54,2762.8918
1884,NCS42,1348.631
1885,DRH39,59.098972
1886,FDC09,2676.96
1887,FDT08,358.9243
1888,FDC08,3835.5557
1889,FDT20,696.4083
1890,FDS35,1074.0642
1891,FDX58,2844.3594
1892,FDW58,1500.078
1893,DRD27,1568.884
1894,FDH32,324.47922
1895,FDS26,4068.611
1896,FDQ31,1349.7692
1897,FDP11,3178.53
1898,FDD58,1648.7595
1899,FDM33,3424.3835
1900,FDZ16,3278.41
1901,NCS29,129.46078
1902,NCM18,151.72421
1903,FDP11,3593.5916
1904,NCC42,2233.4548
1905,DRM23,2852.6428
1906,NCN55,6084.2847
1907,FDK46,4080.765
1908,FDR01,3208.3245
1909,NCA05,2094.6636
1910,NCP43,2936.684
1911,FDR12,503.19162
1912,FDQ01,3724.9385
1913,FDM13,2111.0337
1914,FDQ19,4040.6853
1915,FDK56,488.5366
1916,NCX06,485.48935
1917,FDO56,3059.1753
1918,FDU45,1779.8296
1919,FDI16,104.20712
1920,FDL32,1835.0303
1921,FDA07,2051.6536
1922,FDA14,2426.1538
1923,FDV46,3335.4634
1924,NCO07,3509.4124
1925,NCP41,1681.8646
1926,FDY60,1869.7673
1927,FDN38,4004.428
1928,FDO15,1138.099
1929,FDT60,2064.4146
1930,FDA55,3963.741
1931,FDE02,330.95163
1932,DRJ39,3675.5354
1933,FDV34,1212.4009
1934,FDS20,5202.2505
1935,FDF02,2662.0422
1936,FDW40,2183.825
1937,NCB43,3094.0378
1938,FDR58,1434.644
1939,DRJ59,697.3794
1940,NCD30,1554.7014
1941,FDE14,1562.5431
1942,FDC28,1429.2941
1943,FDU16,1127.7578
1944,NCD19,997.7792
1945,FDU21,656.4435
1946,FDV59,5515.783
1947,FDU03,3060.6687
1948,FDC33,501.69223
1949,NCR42,726.02686
1950,DRH59,1184.7156
1951,NCM31,2216.5813
1952,FDS50,3953.856
1953,FDP39,822.64404
1954,FDQ55,1916.4476
1955,FDV36,347.45944
1956,FDI05,2145.3035
1957,FDS45,2671.3376
1958,FDA39,606.9601
1959,FDC37,343.43625
1960,FDJ60,4418.5205
1961,DRQ35,2053.3416
1962,NCJ06,1984.2632
1963,NCY42,2162.835
1964,DRM37,3233.1272
1965,FDR14,697.6815
1966,FDE51,683.6362
1967,FDT33,2765.4343
1968,FDR08,1836.0096
1969,FDE36,398.70236
1970,FDL22,285.35385
1971,FDR44,2115.2185
1972,FDI56,285.35385
1973,FDE47,365.18222
1974,FDV27,294.2048
1975,FDV10,726.02344
1976,FDC40,1299.4673
1977,NCX41,3530.9363
1978,NCQ38,2667.6885
1979,FDV12,2677.55
1980,FDE52,1389.7695
1981,FDG20,4669.0283
1982,FDV16,1039.2957
1983,FDI32,1788.577
1984,FDJ32,1003.5322
1985,FDN39,2433.773
1986,FDY34,2757.1238
1987,FDC14,750.2367
1988,FDA55,3879.119
1989,FDZ50,503.22018
1990,DRG13,2744.7207
1991,FDP01,2322.3284
1992,NCG54,2881.3958
1993,FDM13,2037.9707
1994,NCO18,4764.5713
1995,NCW41,2467.557
1996,FDM52,3778.322
1997,NCF55,750.8297
1998,FDT09,2148.0251
1999,NCM19,1905.3422
2000,FDW12,2183.182
2001,FDP15,833.11646
2002,FDK36,726.1459
2003,FDZ25,3006.3496
2004,NCW06,3279.4233
2005,FDW60,2859.7874
2006,DRC49,2474.777
2007,NCT17,3279.0737
2008,NCN06,2374.0244
2009,FDC45,2860.281
2010,DRJ47,493.3065
2011,NCF06,3953.559
2012,FDE21,369.57248
2013,DRG27,663.4148
2014,FDW40,2188.3953
2015,NCO53,3069.245
2016,FDE23,689.51624
2017,FDQ16,1641.7812
2018,FDS26,3471.6191
2019,FDZ13,112.97519
2020,FDS14,2514.0747
2021,FDC10,1816.2781
2022,FDY16,3152.036
2023,FDJ20,1938.8436
2024,FDV43,720.7643
2025,FDZ32,2676.96
2026,FDR23,2861.672
2027,FDN24,850.475
2028,FDE34,5169.463
2029,FDU31,3499.2534
2030,FDW33,1454.5505
2031,FDU26,1936.5819
2032,FDE20,4195.151
2033,NCW05,1664.9155
2034,FDB22,2178.308
2035,FDO56,1898.0542
2036,FDA19,3335.4397
2037,DRI39,902.6332
2038,FDH52,756.4011
2039,FDZ50,3247.8477
2040,NCN42,2589.189
2041,FDB53,2474.6787
2042,DRG11,1671.7606
2043,DRK11,3759.4172
2044,FDQ60,2045.979
2045,FDT36,658.6438
2046,DRG25,2816.8525
2047,DRJ23,3144.836
2048,FDG05,2635.336
2049,NCK06,1825.7156
2050,FDU52,2513.126
2051,FDW07,1158.0255
2052,NCM17,661.02075
2053,FDA22,2697.5486
2054,NCA41,2920.0598
2055,FDF38,784.9658
2056,FDH52,979.1306
2057,FDY58,699.2999
2058,FDZ16,3178.399
2059,NCM18,987.37634
2060,FDA22,2435.2554
2061,NCJ43,2977.6316
2062,FDI34,6192.8696
2063,FDG56,985.1759
2064,FDS34,1879.1019
2065,DRC01,875.2345
2066,FDQ04,722.77893
2067,FDK04,984.609
2068,FDT51,1623.2677
2069,FDV26,3183.5608
2070,FDS04,2201.89
2071,FDW43,3472.678
2072,FDQ28,341.64426
2073,NCK06,2127.3992
2074,FDS23,1922.6254
2075,FDZ36,503.22018
2076,FDE56,818.19446
2077,FDW10,4680.686
2078,NCN14,3050.7837
2079,NCQ18,1514.202
2080,FDW08,1704.0696
2081,FDU43,3943.0623
2082,FDR33,348.48813
2083,FDM24,333.415
2084,NCZ05,1652.0369
2085,NCV41,1960.6532
2086,FDV11,2545.4106
2087,NCY05,714.52563
2088,FDV44,2820.5015
2089,FDW32,1356.7306
2090,NCU18,3340.7866
2091,NCC43,4190.418
2092,FDW19,1840.584
2093,FDN31,3190.4133
2094,FDI48,780.5419
2095,FDS24,1250.8846
2096,FDF46,1921.3811
2097,DRG23,2486.8625
2098,FDG14,2183.182
2099,NCY30,2995.967
2100,FDO28,1775.4808
2101,DRD24,2284.5537
2102,FDI33,1407.2426
2103,FDN32,3204.689
2104,FDR16,3326.1255
2105,FDF26,2495.759
2106,NCN29,567.5421
2107,FDE20,2680.4001
2108,FDA46,3153.7412
2109,FDU28,3060.6687
2110,FDQ48,1588.0538
2111,FDV36,2044.9513
2112,FDR14,469.38718
