Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1026,12.857645184136183,0,0.065652494,0,48.9034,4,1985,2,0,0,48.6034
71,6.03,0,0.022703693,4,177.9028,8,1997,2,0,1,4781.7756
225,19.0,1,0.103449993,6,225.472,8,1997,2,0,1,3169.208
766,6.59,0,0.105597316,6,83.4908,8,1997,2,0,1,1342.2528
794,6.78,1,0.08573655,6,229.5694,1,1987,0,2,1,3425.541
1296,12.857645184136183,0,0.0,8,100.8042,5,1985,1,2,3,3472.147
654,13.5,1,0.125274674,13,262.191,8,1997,2,0,1,2366.919
823,12.857645184136183,1,0.097275777,1,223.9088,4,1985,2,0,0,223.7088
817,10.195,1,0.146692433,4,194.5794,2,2007,1,1,1,4096.6674
19,18.75,0,0.023820082,4,97.6042,1,1987,0,2,1,1488.063
372,13.1,0,0.006075007,5,187.5898,7,2002,1,1,1,2432.1674
511,7.42,1,0.021573645,12,184.6582,8,1997,2,0,1,5015.4714
484,15.0,0,0.0,13,47.2744,6,2004,2,1,1,679.116
115,15.35,0,0.096943078,14,196.5768,2,2007,1,1,1,7685.9952
902,6.75,1,0.0,4,96.7752,9,1999,1,0,1,1342.2528
1427,14.35,0,0.017108186,8,110.3228,3,2009,1,2,2,552.614
570,16.1,1,0.063429818,4,179.4318,9,1999,1,0,1,2345.6134
307,8.895,0,0.026397141,5,207.8954,7,2002,1,1,1,3542.7218
312,17.6,1,0.053397642,15,46.706,3,2009,1,2,2,699.09
0,11.6,0,0.068535039,14,143.0154,0,1998,1,2,0,283.6308
1231,5.825,0,0.091857904,9,160.7894,3,2009,1,2,2,1617.894
1280,12.35,0,0.164274416,9,119.8124,7,2002,1,1,1,2133.2232
781,12.857645184136183,1,0.033276066,10,153.8314,5,1985,1,2,3,3723.1536
62,8.775,0,0.110359004,4,42.7428,3,2009,1,2,2,790.9704
1103,10.195,0,0.051661272,1,33.3558,8,1997,2,0,1,848.895
523,12.6,1,0.041557653,6,124.5072,8,1997,2,0,1,2450.144
1346,13.15,0,0.024701262,9,176.8686,7,2002,1,1,1,2133.2232
943,20.85,0,0.037403973,5,192.5478,8,1997,2,0,1,2906.217
464,10.65,1,0.085308611,13,230.2668,7,2002,1,1,1,5759.17
1013,12.857645184136183,0,0.147663025,6,106.028,5,1985,1,2,3,1810.976
456,5.59,1,0.094741514,13,63.1168,0,1998,1,2,0,191.7504
1351,21.25,0,0.024756031,9,146.7102,3,2009,1,2,2,1603.9122
827,15.15,1,0.066121873,5,145.676,1,1987,0,2,1,3661.9
763,16.0,1,0.0,10,48.1718,2,2007,1,1,1,756.3488
293,12.857645184136183,1,0.182407266,4,109.157,5,1985,1,2,3,1867.569
543,19.85,0,0.008762556,4,266.6884,0,1998,1,2,0,264.9884
1394,12.857645184136183,0,0.020876485,8,133.7942,5,1985,1,2,3,1722.4246
1144,16.75,0,0.081446638,6,257.0988,9,1999,1,0,1,6424.97
443,12.857645184136183,1,0.141360118,0,197.311,4,1985,2,0,0,392.822
180,5.155,0,0.083327693,5,247.2776,9,1999,1,0,1,5944.2624
40,16.1,0,0.039463564,14,189.9846,0,1998,1,2,0,191.0846
1312,7.475,0,0.075713578,9,156.4656,6,2004,2,1,1,2471.4496
681,9.6,1,0.014234595,13,190.2872,9,1999,1,0,1,4727.18
1373,10.3,0,0.0,8,154.663,1,1987,0,2,1,2816.334
1229,12.857645184136183,0,0.050790917,9,142.7786,4,1985,2,0,0,144.4786
11,12.857645184136183,0,0.079440262,14,86.7882,4,1985,2,0,0,85.8882
1215,6.57,0,0.096880574,9,191.482,8,1997,2,0,1,5020.132
29,13.5,0,0.0,14,189.1872,6,2004,2,1,1,1890.872
929,12.15,0,0.036360676,1,166.0184,0,1998,1,2,0,330.2368
754,7.855,1,0.161516894,0,37.0848,6,2004,2,1,1,447.4176
1293,5.615,0,0.126480422,8,121.573,2,2007,1,1,1,3202.498
307,8.895,0,0.044093978,5,208.3954,0,1998,1,2,0,1041.977
566,7.235,0,0.099962524,13,193.8452,8,1997,2,0,1,1957.452
95,9.5,0,0.041971264,14,33.39,7,2002,1,1,1,732.38
581,5.78,1,0.074087369,13,264.9568,1,1987,0,2,1,6855.0768
753,10.85,0,0.162571649,13,107.4622,7,2002,1,1,1,529.311
927,11.8,1,0.076876046,13,33.1558,7,2002,1,1,1,543.2928
385,18.85,0,0.04282359,3,254.433,3,2009,1,2,2,2050.664
1303,9.695,0,0.113917889,8,158.2604,6,2004,2,1,1,2693.8268
139,13.35,1,0.149338159,13,178.666,6,2004,2,1,1,1797.66
1160,13.1,0,0.020870744,4,117.3782,8,1997,2,0,1,1787.673
550,19.25,1,0.027135522,10,196.311,7,2002,1,1,1,3142.576
1070,17.85,0,0.0,5,148.005,3,2009,1,2,2,898.83
1159,7.71,1,0.047857877,4,119.7756,2,2007,1,1,1,3029.39
1095,4.615,1,0.102038294,3,231.93,7,2002,1,1,1,2563.33
15,15.0,0,0.049038621,14,65.4168,1,1987,0,2,1,1661.8368
916,10.3,0,0.027426689,6,97.3042,3,2009,1,2,2,694.4294
1105,11.8,1,0.170251293,3,116.4834,6,2004,2,1,1,1958.1178
1200,6.965,0,0.0,9,159.4604,1,1987,0,2,1,3169.208
729,17.35,0,0.0,0,102.9016,8,1997,2,0,1,1922.8304
72,8.26,0,0.057585723,7,113.7834,0,1998,1,2,0,115.1834
1387,7.565,0,0.054630544,8,57.393,6,2004,2,1,1,735.709
89,12.857645184136183,0,0.04403602,7,173.308,5,1985,1,2,3,6751.212
1334,15.2,0,0.012141036,8,48.7034,7,2002,1,1,1,680.4476
935,8.785,0,0.0,6,120.5414,1,1987,0,2,1,1583.9382
521,10.8,0,0.098814721,10,100.5042,3,2009,1,2,2,1884.8798
884,11.395,1,0.069587171,10,234.6616,8,1997,2,0,1,4687.232
378,9.0,1,0.050786366,3,152.2024,2,2007,1,1,1,3643.2576
362,12.857645184136183,0,0.164006137,13,113.2834,4,1985,2,0,0,575.917
1288,12.857645184136183,0,0.008604657,9,123.1756,5,1985,1,2,3,1211.756
973,7.75,1,0.082861686,5,32.6558,1,1987,0,2,1,679.116
106,15.7,0,0.030765898,7,43.277,7,2002,1,1,1,649.155
392,8.975,1,0.053027398,3,86.0224,2,2007,1,1,1,1278.336
1065,16.0,1,0.107186944,0,181.9634,3,2009,1,2,2,3453.5046
701,18.6,0,0.039517121,5,243.6802,2,2007,1,1,1,5896.3248
603,6.42,0,0.053688479,4,178.3002,3,2009,1,2,2,2328.3026
1162,16.1,0,0.034376537,6,256.1356,7,2002,1,1,1,6358.39
480,12.35,1,0.072334667,4,49.1692,1,1987,0,2,1,886.8456
1106,8.945,1,0.146701312,4,262.291,0,1998,1,2,0,1314.955
1292,9.8,0,0.090649107,11,194.3478,7,2002,1,1,1,4649.9472
160,7.81,1,0.055216312,3,125.5046,6,2004,2,1,1,3237.1196
1138,8.6,1,0.0,1,131.531,9,1999,1,0,1,2466.789
428,12.857645184136183,0,0.059956876,15,165.4526,5,1985,1,2,3,5262.4832
1232,8.18,0,0.0132043,9,143.8154,2,2007,1,1,1,2694.4926
49,8.88,0,0.0,7,154.0682,3,2009,1,2,2,2896.8958
645,12.857645184136183,1,0.026391403,3,92.812,5,1985,1,2,3,2609.936
292,12.857645184136183,0,0.119371835,4,45.2744,5,1985,1,2,3,905.488
728,20.85,1,0.056580228,1,105.6648,7,2002,1,1,1,623.1888
459,12.857645184136183,0,0.034717799,3,179.4344,5,1985,1,2,3,6066.7696
1240,8.92,0,0.130663423,9,175.237,2,2007,1,1,1,2117.244
834,20.35,0,0.089975294,4,261.6594,2,2007,1,1,1,7588.1226
1368,15.35,0,0.035143024,9,124.373,6,2004,2,1,1,2093.941
1149,10.5,1,0.026520107,0,144.8128,2,2007,1,1,1,2157.192
244,16.0,1,0.065051586,4,76.1986,6,2004,2,1,1,1090.5804
289,7.6,1,0.238366442,15,171.8448,0,1998,1,2,0,852.224
791,15.1,1,0.096491904,10,134.4942,3,2009,1,2,2,1854.9188
1230,14.0,0,0.024468806,9,41.1454,2,2007,1,1,1,503.3448
883,12.857645184136183,1,0.067624438,4,120.944,5,1985,1,2,3,1078.596
199,15.25,0,0.026663778,13,87.0198,7,2002,1,1,1,2442.1544
251,15.85,0,0.136774734,3,94.4094,7,2002,1,1,1,1428.141
803,6.11,1,0.103129612,6,129.5968,7,2002,1,1,1,2348.9424
1330,11.0,0,0.055162827,8,100.3358,3,2009,1,2,2,904.8222
401,10.0,0,0.045928229,5,138.118,9,1999,1,0,1,1957.452
616,16.5,0,0.073827748,3,208.8638,8,1997,2,0,1,2484.7656
129,9.3,0,0.042256257,7,124.4388,1,1987,0,2,1,1609.9044
1206,6.525,0,0.090295708,9,84.6882,8,1997,2,0,1,601.2174
569,13.8,1,0.014762987,3,90.7172,7,2002,1,1,1,1338.258
467,13.35,1,0.014649641,3,207.3638,9,1999,1,0,1,5797.7864
457,12.6,0,0.096756649,13,208.7612,2,2007,1,1,1,5226.53
961,12.857645184136183,0,0.060252433,4,170.7106,5,1985,1,2,3,3079.9908
1444,16.7,0,0.026620627,9,249.2776,8,1997,2,0,1,4210.5192
1163,17.6,1,0.03922186,13,97.241,8,1997,2,0,1,193.082
213,6.92,0,0.038422076,4,62.5852,1,1987,0,2,1,438.0964
1231,5.825,0,0.091467933,9,159.7894,6,2004,2,1,1,1294.3152
174,9.21,0,0.008778413,6,122.4414,9,1999,1,0,1,1583.9382
1094,17.75,1,0.038102203,0,154.0656,2,2007,1,1,1,1390.1904
614,10.8,1,0.048339408,0,41.5138,3,2009,1,2,2,446.7518
93,7.63,0,0.061409711,14,94.6436,2,2007,1,1,1,1607.2412
653,11.1,1,0.0,6,165.5526,3,2009,1,2,2,1973.4312
1316,20.5,0,0.023274107,11,154.134,2,2007,1,1,1,2909.546
1199,16.75,0,0.032586709,8,191.9162,8,1997,2,0,1,4040.7402
1379,12.857645184136183,0,0.110762642,11,108.5912,5,1985,1,2,3,1637.868
195,6.615,0,0.093574769,4,199.4426,7,2002,1,1,1,3361.6242
995,8.365,1,0.039906377,6,191.3188,9,1999,1,0,1,1713.7692
1408,9.1,0,0.080417724,9,48.8718,9,1999,1,0,1,425.4462
574,12.857645184136183,0,0.037505332,13,126.2704,5,1985,1,2,3,4255.7936
414,17.1,1,0.0467696,3,141.1838,1,1987,0,2,1,2247.7408
96,11.8,0,0.11507174,14,198.2084,1,1987,0,2,1,3769.7596
950,19.5,1,0.030819397,3,86.054,3,2009,1,2,2,2336.958
723,12.857645184136183,1,0.120965853,2,55.8614,4,1985,2,0,0,110.5228
1223,16.0,0,0.072608647,9,228.3668,1,1987,0,2,1,5298.4364
1328,18.5,0,0.033944698,11,129.9284,8,1997,2,0,1,1054.6272
89,18.25,0,0.044250304,7,174.708,8,1997,2,0,1,2423.512
1210,8.76,0,0.050256604,8,127.3336,3,2009,1,2,2,2684.5056
286,6.765,1,0.087753682,5,105.3306,2,2007,1,1,1,2090.612
906,16.0,1,0.193477995,6,55.9246,0,1998,1,2,0,405.4722
241,7.435,0,0.205605116,15,207.7638,0,1998,1,2,0,621.1914
376,12.857645184136183,1,0.010886324,13,57.2588,5,1985,1,2,3,801.6232
723,9.0,1,0.069031467,2,55.0614,1,1987,0,2,1,442.0912
1242,9.0,0,0.03201648,9,99.6016,6,2004,2,1,1,1922.8304
37,12.857645184136183,0,0.122058364,7,172.8396,5,1985,1,2,3,7152.0236
813,6.675,0,0.04200648,13,92.6462,7,2002,1,1,1,1665.8316
965,7.35,0,0.028652919,6,40.5454,7,2002,1,1,1,545.2902
733,15.1,1,0.087406863,6,221.8456,8,1997,2,0,1,663.1368
869,16.7,1,0.103849783,13,58.8562,0,1998,1,2,0,59.2562
584,9.195,1,0.04731256,5,50.7666,3,2009,1,2,2,512.666
425,12.8,0,0.076060037,6,95.141,8,1997,2,0,1,868.869
358,20.25,1,0.022639471,4,248.4092,2,2007,1,1,1,2241.0828
413,9.6,0,0.085085743,0,105.128,9,1999,1,0,1,1065.28
925,8.77,1,0.046762633,6,170.8422,6,2004,2,1,1,1724.422
924,19.25,1,0.058365706,5,82.1908,9,1999,1,0,1,2432.8332
482,7.26,0,0.02414202,10,117.415,0,1998,1,2,0,466.06
870,5.94,1,0.029366813,1,187.7556,6,2004,2,1,1,3755.112
373,11.0,1,0.088025298,5,158.063,7,2002,1,1,1,2659.871
1211,15.7,0,0.16098885,9,57.8562,7,2002,1,1,1,651.8182
1092,12.3,1,0.058207114,13,59.1562,9,1999,1,0,1,1185.124
1010,5.63,1,0.024579432,10,105.3306,9,1999,1,0,1,1045.306
1205,19.6,0,0.041374909,9,89.2514,7,2002,1,1,1,1416.8224
297,7.76,0,0.059594017,13,99.67,3,2009,1,2,2,1897.53
1040,14.0,1,0.105145451,5,144.2812,8,1997,2,0,1,4844.3608
34,19.1,0,0.045299563,4,38.8138,6,2004,2,1,1,365.5242
1420,8.88,0,0.098822387,9,209.627,7,2002,1,1,1,1887.543
795,7.31,0,0.026783871,13,108.157,6,2004,2,1,1,1098.57
1194,20.5,0,0.144094079,9,34.819,2,2007,1,1,1,1061.951
1191,6.63,1,0.174110803,0,166.85,0,1998,1,2,0,499.35
522,9.065,0,0.115799592,5,95.3094,3,2009,1,2,2,1713.7692
1426,20.2,0,0.065932087,9,64.851,8,1997,2,0,1,948.765
329,12.857645184136183,1,0.096000183,4,43.7086,5,1985,1,2,3,1293.6494
527,5.46,1,0.032177405,3,185.424,8,1997,2,0,1,5219.872
484,15.0,0,0.0,13,43.4744,8,1997,2,0,1,543.2928
429,6.425,0,0.010497273,3,118.3808,2,2007,1,1,1,2812.3392
1340,20.35,0,0.021326471,9,76.1328,8,1997,2,0,1,772.328
14,6.96,0,0.077630199,14,90.9146,2,2007,1,1,1,1459.4336
1307,18.85,0,0.040434372,9,244.3144,9,1999,1,0,1,5635.3312
272,10.3,1,0.030563449,6,114.4176,6,2004,2,1,1,2633.9048
658,7.865,0,0.061183503,2,164.5526,7,2002,1,1,1,1644.526
187,10.895,0,0.136810742,4,263.0568,8,1997,2,0,1,527.3136
1315,12.857645184136183,0,0.047008497,11,112.0202,5,1985,1,2,3,5063.409
421,19.25,1,0.034699737,3,141.7496,8,1997,2,0,1,4093.3384
75,15.85,0,0.108036187,14,57.3904,3,2009,1,2,2,703.0848
613,16.85,1,0.0,13,110.0544,9,1999,1,0,1,2572.6512
29,13.5,0,0.094366079,14,190.9872,9,1999,1,0,1,2836.308
1028,11.8,1,0.179191782,4,224.2772,0,1998,1,2,0,667.1316
1042,9.5,1,0.035121963,6,168.6448,1,1987,0,2,1,1022.6688
525,9.195,0,0.101500374,0,45.2744,7,2002,1,1,1,679.116
1301,18.85,0,0.167552202,9,193.1136,6,2004,2,1,1,2332.9632
947,10.3,1,0.011148865,13,84.854,7,2002,1,1,1,778.986
1198,19.0,0,0.0,9,189.1872,8,1997,2,0,1,567.2616
74,12.857645184136183,0,0.033737273,14,56.6614,5,1985,1,2,3,607.8754
263,19.35,0,0.016637301,5,120.9098,9,1999,1,0,1,1687.1372
624,17.5,0,0.016767995,10,141.418,7,2002,1,1,1,1957.452
1103,10.195,0,0.051871718,1,35.3558,3,2009,1,2,2,237.6906
666,11.1,0,0.176215665,0,158.8604,8,1997,2,0,1,2693.8268
1296,11.6,0,0.037639672,8,98.4042,9,1999,1,0,1,1388.8588
947,10.3,1,0.018623146,13,87.854,0,1998,1,2,0,259.662
975,20.2,1,0.059894378,6,125.9678,9,1999,1,0,1,2797.6916
767,7.315,0,0.0,13,153.734,6,2004,2,1,1,2756.412
597,15.7,0,0.045295529,5,181.366,7,2002,1,1,1,1977.426
1259,12.857645184136183,0,0.076183667,9,245.646,5,1985,1,2,3,3695.19
1299,13.85,0,0.031402114,11,40.248,7,2002,1,1,1,319.584
436,13.5,0,0.060603014,0,85.554,7,2002,1,1,1,1731.08
892,14.15,0,0.0,3,253.7014,7,2002,1,1,1,5865.0322
1345,10.0,0,0.073678663,8,120.944,3,2009,1,2,2,2037.348
305,12.857645184136183,1,0.134441765,15,183.9924,5,1985,1,2,3,6478.234
543,19.85,0,0.005234153,4,264.0884,6,2004,2,1,1,5829.7448
1360,12.857645184136183,0,0.027580163,8,62.2168,5,1985,1,2,3,1661.8368
788,12.857645184136183,1,0.062547321,0,88.383,5,1985,1,2,3,2067.309
864,12.857645184136183,0,0.009950343,10,185.5608,5,1985,1,2,3,3307.6944
430,11.6,1,0.079251097,5,79.2276,3,2009,1,2,2,649.8208
484,15.0,0,0.058725134,13,43.6744,2,2007,1,1,1,407.4696
1347,7.235,0,0.076855628,9,116.0492,8,1997,2,0,1,1969.4364
1340,20.35,0,0.021447102,9,76.3328,2,2007,1,1,1,1312.9576
1130,12.857645184136183,0,0.016476619,0,74.338,4,1985,2,0,0,146.476
593,20.2,0,0.064728148,13,258.0646,2,2007,1,1,1,5668.6212
1016,8.315,1,0.059540542,0,143.6444,0,1998,1,2,0,145.1444
545,18.5,0,0.02586664,10,88.9172,3,2009,1,2,2,1695.1268
457,12.6,0,0.096212432,13,207.2612,8,1997,2,0,1,4390.2852
936,12.857645184136183,1,0.134057426,13,45.3402,5,1985,1,2,3,918.804
722,7.52,1,0.044023213,0,183.095,8,1997,2,0,1,5492.85
686,11.6,1,0.077478931,5,170.3106,3,2009,1,2,2,4277.765
921,8.355,0,0.187939003,3,146.9418,7,2002,1,1,1,1029.9926
1384,12.5,0,0.00676387,9,40.8112,6,2004,2,1,1,553.9456
346,10.3,1,0.058778429,6,187.853,1,1987,0,2,1,2656.542
1219,7.39,0,0.092705683,9,251.9066,1,1987,0,2,1,4267.1122
227,12.857645184136183,1,0.07252476,13,120.3098,5,1985,1,2,3,1687.1372
650,12.857645184136183,0,0.094697274,0,158.4604,5,1985,1,2,3,4278.4308
1235,16.0,0,0.09911729,9,210.7902,6,2004,2,1,1,4460.1942
1245,17.0,0,0.126758324,9,124.5362,3,2009,1,2,2,1132.5258
155,7.1,0,0.110234793,6,171.708,7,2002,1,1,1,3115.944
870,12.857645184136183,1,0.02923013,1,189.4556,5,1985,1,2,3,3567.3564
1427,14.35,0,0.017038777,8,112.5228,8,1997,2,0,1,1989.4104
428,18.25,0,0.10084386,15,166.3526,0,1998,1,2,0,164.4526
596,12.35,1,0.15911489,10,158.1946,3,2009,1,2,2,1104.5622
396,8.1,0,0.128760294,6,213.7902,2,2007,1,1,1,5946.9256
869,16.7,1,0.061992874,13,60.9562,1,1987,0,2,1,355.5372
891,12.3,0,0.186250852,0,37.2874,0,1998,1,2,0,176.437
52,14.15,0,0.095298849,14,171.8106,1,1987,0,2,1,3935.5438
266,20.6,1,0.045982389,13,177.0344,1,1987,0,2,1,535.3032
456,5.59,1,0.056592115,13,65.0168,6,2004,2,1,1,447.4176
837,13.1,1,0.044155597,6,178.8318,1,1987,0,2,1,3969.4996
1152,9.31,0,0.038169783,5,64.551,2,2007,1,1,1,1581.275
1282,10.6,0,0.035247642,8,84.7224,9,1999,1,0,1,1619.2256
320,7.06,1,0.043968652,15,57.6904,9,1999,1,0,1,585.904
473,8.42,1,0.030968306,3,227.8352,3,2009,1,2,2,3435.528
1330,11.0,0,0.05489331,8,101.9358,1,1987,0,2,1,1105.8938
978,12.857645184136183,0,0.185306514,1,125.6046,4,1985,2,0,0,622.523
1059,15.85,1,0.061045133,10,44.7744,1,1987,0,2,1,181.0976
1150,8.975,1,0.009051307,3,103.099,1,1987,0,2,1,309.597
884,11.395,1,0.069574013,10,232.8616,6,2004,2,1,1,2812.3392
692,5.15,1,0.10239789,10,122.1388,0,1998,1,2,0,495.3552
247,12.857645184136183,0,0.135075924,6,170.3106,5,1985,1,2,3,3422.212
742,19.7,0,0.041823046,5,108.0912,7,2002,1,1,1,1965.4416
1379,17.75,0,0.111209003,11,107.7912,1,1987,0,2,1,982.7208
1125,5.98,0,0.043651198,6,146.1418,7,2002,1,1,1,3089.9778
256,12.857645184136183,1,0.095587976,6,193.982,4,1985,2,0,0,579.246
413,9.6,0,0.085434195,0,105.028,2,2007,1,1,1,2556.672
945,12.857645184136183,1,0.058142797,6,162.1552,5,1985,1,2,3,3086.6488
820,12.857645184136183,0,0.056685383,6,178.437,5,1985,1,2,3,3175.866
1070,17.85,0,0.065810045,5,149.105,8,1997,2,0,1,2247.075
1179,11.0,1,0.057011062,6,241.9512,1,1987,0,2,1,2908.2144
711,21.1,1,0.161474419,6,62.9168,6,2004,2,1,1,1086.5856
735,7.235,0,0.058222587,13,114.8834,9,1999,1,0,1,3340.3186
1328,18.5,0,0.034013539,11,133.2284,7,2002,1,1,1,2768.3964
78,12.857645184136183,0,0.042037073,4,172.6764,5,1985,1,2,3,6183.9504
1200,6.965,0,0.028710065,9,158.1604,2,2007,1,1,1,2693.8268
849,17.6,1,0.047524635,13,118.2782,2,2007,1,1,1,715.0692
1442,14.15,0,0.00879232,9,195.011,6,2004,2,1,1,1964.11
190,7.72,0,0.05193741,6,77.9986,1,1987,0,2,1,934.7832
656,8.0,1,0.030264897,1,250.3092,8,1997,2,0,1,6723.2484
926,12.857645184136183,1,0.037569401,6,120.7098,4,1985,2,0,0,361.5294
741,20.35,1,0.151308326,10,81.7276,9,1999,1,0,1,2030.69
1349,12.857645184136183,0,0.027532258,9,185.0608,4,1985,2,0,0,551.2824
20,9.8,0,0.013869809,14,47.406,7,2002,1,1,1,978.726
483,12.857645184136183,0,0.193772568,6,190.3846,4,1985,2,0,0,573.2538
576,19.35,1,0.082250863,0,48.7034,6,2004,2,1,1,534.6374
375,20.6,1,0.04792722,6,185.9556,6,2004,2,1,1,4318.3788
1090,12.857645184136183,0,0.042758477,6,88.4172,5,1985,1,2,3,2051.9956
1172,6.695,0,0.075878519,15,194.082,8,1997,2,0,1,3861.64
704,12.857645184136183,1,0.0,13,52.6666,5,1985,1,2,3,717.7324
708,7.785,0,0.139436695,4,103.0306,1,1987,0,2,1,2404.2038
1066,18.2,1,0.026059557,0,241.2196,6,2004,2,1,1,6507.5292
1255,19.2,0,0.041227831,9,129.831,8,1997,2,0,1,1947.465
920,15.5,1,0.075904695,0,263.9568,7,2002,1,1,1,4745.8224
49,8.88,0,0.086916126,7,153.3682,9,1999,1,0,1,1219.7456
962,17.6,0,0.058042926,10,154.6314,1,1987,0,2,1,1861.5768
142,15.85,0,0.07871426,3,37.2506,7,2002,1,1,1,493.3578
767,7.315,0,0.015332872,13,154.034,7,2002,1,1,1,612.536
111,12.857645184136183,0,0.047377447,14,150.6682,4,1985,2,0,0,457.4046
244,16.0,1,0.065328932,4,78.4986,3,2009,1,2,2,1791.6678
272,10.3,1,0.0,6,115.0176,1,1987,0,2,1,4122.6336
385,18.85,0,0.042641788,3,257.833,6,2004,2,1,1,5382.993
363,20.85,0,0.097618234,15,223.9746,8,1997,2,0,1,897.4984
730,19.7,1,0.161610636,3,255.2014,2,2007,1,1,1,3570.0196
394,8.84,1,0.076547632,5,109.5228,6,2004,2,1,1,1657.842
1465,19.85,0,0.064409056,8,126.7704,6,2004,2,1,1,1752.3856
945,12.15,1,0.058756205,6,161.0552,2,2007,1,1,1,3411.5592
234,14.6,1,0.042923071,6,109.8254,1,1987,0,2,1,1627.881
946,15.6,1,0.035561344,13,112.1518,9,1999,1,0,1,1821.6288
897,15.85,0,0.057546914,13,55.8956,3,2009,1,2,2,491.3604
523,12.6,1,0.04152307,6,124.3072,1,1987,0,2,1,5022.7952
1351,21.25,0,0.024693927,9,144.1102,9,1999,1,0,1,1749.7224
1281,18.6,0,0.118180011,11,56.2588,8,1997,2,0,1,1030.6584
172,12.857645184136183,1,0.127800388,5,177.037,5,1985,1,2,3,4587.362
25,6.28,0,0.027761289,14,85.8198,7,2002,1,1,1,872.198
1278,20.1,0,0.034848629,9,118.6782,2,2007,1,1,1,2502.7422
43,7.27,0,0.071064499,14,114.4518,6,2004,2,1,1,1366.2216
1382,12.857645184136183,0,0.012481638,9,168.3474,5,1985,1,2,3,5221.8694
852,9.0,0,0.079668739,3,79.6644,3,2009,1,2,2,1571.288
851,15.15,0,0.027756137,0,150.4708,1,1987,0,2,1,2106.5912
825,6.465,0,0.124758619,3,264.1884,7,2002,1,1,1,3444.8492
744,8.325,0,0.029760052,6,38.7138,1,1987,0,2,1,284.2966
942,18.85,0,0.036184755,10,58.5562,3,2009,1,2,2,770.3306
1453,13.65,0,0.077548732,8,55.093,3,2009,1,2,2,452.744
290,10.395,0,0.030219852,0,114.7176,7,2002,1,1,1,2748.4224
18,12.857645184136183,0,0.078589629,14,113.286,5,1985,1,2,3,2716.464
485,12.857645184136183,1,0.128876537,13,139.1838,5,1985,1,2,3,4916.933
1160,13.1,0,0.020903193,4,119.2782,9,1999,1,0,1,3098.6332
790,20.7,0,0.04307908,4,177.8028,2,2007,1,1,1,1239.7196
1452,12.857645184136183,0,0.03100078,9,177.0054,5,1985,1,2,3,2101.2648
1388,12.857645184136183,0,0.124299531,9,73.4696,4,1985,2,0,0,298.2784
1178,8.935,0,0.040410039,5,52.9298,2,2007,1,1,1,539.298
1393,16.35,0,0.0,9,198.211,6,2004,2,1,1,2946.165
767,7.315,0,0.01530184,13,154.434,8,1997,2,0,1,1378.206
934,10.5,1,0.02502991,6,218.4508,9,1999,1,0,1,2821.6604
284,12.857645184136183,0,0.122832172,4,217.685,4,1985,2,0,0,432.77
1171,10.195,0,0.108004532,13,148.7076,2,2007,1,1,1,1330.2684
1057,10.1,0,0.024262772,3,117.615,3,2009,1,2,2,1514.695
490,16.7,1,0.038606365,13,146.5102,7,2002,1,1,1,2770.3938
835,10.195,1,0.012528611,10,195.111,2,2007,1,1,1,3731.809
1274,19.85,0,0.025947095,9,46.9376,1,1987,0,2,1,575.2512
451,14.1,0,0.089660816,3,140.0496,6,2004,2,1,1,1411.496
854,12.857645184136183,0,0.032024659,10,62.7194,5,1985,1,2,3,1857.582
606,8.655,1,0.088121336,13,119.7756,1,1987,0,2,1,2059.9852
269,12.857645184136183,0,0.063649582,5,74.7696,4,1985,2,0,0,74.5696
830,19.85,1,0.020858779,13,62.8194,1,1987,0,2,1,928.791
1453,13.65,0,0.077390746,8,54.693,7,2002,1,1,1,679.116
641,13.15,0,0.022831052,6,160.292,9,1999,1,0,1,4793.76
956,8.27,1,0.089479661,13,148.6708,1,1987,0,2,1,2106.5912
7,16.75,1,0.024832806,14,38.7822,1,1987,0,2,1,667.7974
542,7.96,0,0.028478742,3,161.8894,3,2009,1,2,2,2750.4198
951,5.75,1,0.075595405,4,114.7176,2,2007,1,1,1,1259.6936
345,12.85,0,0.055603753,6,195.6768,0,1998,1,2,0,394.1536
747,12.857645184136183,0,0.12898088,0,250.4724,4,1985,2,0,0,251.6724
205,17.5,1,0.007555176,4,145.9102,7,2002,1,1,1,2187.153
926,19.35,1,0.021439694,6,119.7098,1,1987,0,2,1,1325.6078
1091,16.75,0,0.105448901,13,156.163,2,2007,1,1,1,782.315
1247,17.35,0,0.280164929,9,177.5712,0,1998,1,2,0,527.3136
456,5.59,1,0.056833394,13,61.9168,3,2009,1,2,2,1214.4192
552,10.8,0,0.049719026,6,246.7144,8,1997,2,0,1,5145.3024
871,6.215,1,0.049823839,0,226.6062,3,2009,1,2,2,677.1186
575,20.35,0,0.054362695,13,117.9466,2,2007,1,1,1,1649.8524
787,15.85,0,0.081953387,1,176.237,7,2002,1,1,1,2646.555
622,15.6,0,0.08126841,0,110.2544,7,2002,1,1,1,1789.6704
1028,12.857645184136183,1,0.187443314,4,220.4772,4,1985,2,0,0,444.7544
1330,11.0,0,0.054939029,8,101.4358,8,1997,2,0,1,1608.5728
1259,12.3,0,0.128136346,9,248.346,0,1998,1,2,0,985.384
